id,text,aspect,sentiment
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,negative
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,negative
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",noodles,negative
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",sugar,negative
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative
1994,I love and I know gourmet food by excellence!,gourmet food,positive
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host,neutral
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,neutral
1183,The soup is pretty good too.,soup,positive
946,"We only ordered desserts and drinks, but no refills were offered.",desserts,neutral
946,"We only ordered desserts and drinks, but no refills were offered.",drinks,neutral
1217,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,positive
1891,"The food was really good, I had the onion soup and it was one of the best ever.",food,positive
1891,"The food was really good, I had the onion soup and it was one of the best ever.",onion soup,positive
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,negative
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",dish,negative
1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",lunch special,negative
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral
308,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,neutral
540,The bruschetta and panini's are so yummy!,bruschetta,positive
540,The bruschetta and panini's are so yummy!,panini,positive
3371,Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,positive
1885,The food was very well prepared.,food,positive
1704,One should not go to Lucky Strike for the food.,food,negative
956,The food was exceptional.,food,positive
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,positive
3587,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",food,conflict
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,positive
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive
2247,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive
997,"This is such a lovely, peaceful place to eat outside.",place,positive
3195,He has visited Thailand and is quite expert on the cuisine.,cuisine,positive
934,The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",steak,positive
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",fish,positive
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",sushi,positive
366,"We could not catch our waiter's eye, and he ignored us.",waiter,negative
3334,Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,positive
844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive
1817,Food-awesome.,Food,positive
1111,"His drinks are very inventive, delicious and classy.",drinks,positive
228,We had champagne and caviar and felt like princesses!,champagne,positive
228,We had champagne and caviar and felt like princesses!,caviar,positive
153,This is one of the best comfort food places in the city.,comfort food,positive
2841,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive
